arrival,Stain,departure,Staout,time
Sta67,,Sta20,,27
Sta30,,Sta146,,27
Sta95,,Sta120,,27
Sta40,,Sta25,,27
Sta89,,Sta162,,27
Sta47,,Sta146,,27
Sta27,,Sta63,,27
Sta146,,Sta115,,27
Sta112,,Sta158,,27
Sta114,,Sta120,,27
Sta9,,Sta131,,27
Sta56,,Sta47,,27
Sta9,,Sta27,,27
Sta9,,Sta100,,27
Sta98,,Sta52,,27
Sta56,,Sta108,,27
Sta1,,Sta23,,27
Sta90,,Sta92,,27
Sta21,,Sta155,,27
Sta80,,Sta123,,27
Sta20,,Sta1,,27
Sta9,,Sta92,,27
Sta115,,Sta82,,27
Sta17,,Sta63,,27
Sta89,,Sta29,,27
Sta23,,Sta47,,27
Sta13,,Sta99,,27
Sta158,,Sta114,,27
Sta52,,Sta83,,27
Sta31,,Sta86,,27
Sta71,,Sta123,,27
Sta9,,Sta25,,27
Sta15,,Sta137,,27
Sta162,,Sta96,,27
Sta142,,Sta86,,27
Sta70,,Sta166,,27
Sta15,,Sta108,,27
Sta100,,Sta63,,27
Sta137,,Sta114,,27
Sta21,,Sta1,,27
Sta8,,Sta35,,27
Sta13,,Sta132,,27
Sta142,,Sta118,,27
Sta95,,Sta159,,27
Sta39,,Sta30,,27
Sta18,,Sta46,,27
Sta133,,Sta47,,27
Sta13,,Sta89,,27
Sta81,,Sta67,,27
Sta44,,Sta94,,27
Sta55,,Sta5,,27
Sta107,,Sta41,,27
Sta79,,Sta76,,27
Sta129,,Sta157,,27
Sta138,,Sta118,,27
Sta43,,Sta118,,27
Sta138,,Sta15,,27
Sta138,,Sta131,,27
Sta120,,Sta32,,27
Sta167,,Sta144,,27
Sta159,,Sta52,,27
Sta112,,Sta160,,27
Sta118,,Sta9,,27
Sta155,,Sta68,,27
Sta22,,Sta46,,27
Sta37,,Sta29,,27
Sta116,,Sta135,,27
Sta29,,Sta113,,27
Sta47,,Sta57,,27
Sta23,,Sta141,,27
Sta21,,Sta29,,27
Sta157,,Sta55,,27
Sta55,,Sta167,,27
Sta101,,Sta168,,27
Sta41,,Sta50,,27
Sta46,,Sta123,,27
Sta159,,Sta114,,27
Sta20,,Sta45,,27
Sta2,,Sta15,,27
Sta162,,Sta62,,27
Sta56,,Sta163,,27
Sta158,,Sta153,,27
Sta62,,Sta26,,27
Sta118,,Sta59,,27
Sta114,,Sta111,,27
Sta104,,Sta106,,27
Sta18,,Sta162,,27
Sta157,,Sta145,,27
Sta79,,Sta52,,27
Sta23,,Sta53,,27
Sta73,,Sta3,,27
Sta21,,Sta127,,27
Sta161,,Sta98,,27
Sta4,,Sta109,,27
Sta48,,Sta163,,27
Sta98,,Sta116,,27
Sta53,,Sta151,,27
Sta107,,Sta128,,27
Sta26,,Sta13,,27
Sta92,,Sta29,,27
Sta31,,Sta113,,27
Sta24,,Sta81,,27
Sta100,,Sta78,,27
Sta50,,Sta51,,27
Sta47,,Sta34,,27
Sta138,,Sta86,,27
Sta44,,Sta153,,27
Sta69,,Sta5,,27
Sta46,,Sta100,,27
Sta93,,Sta85,,27
Sta31,,Sta168,,27
Sta79,,Sta23,,27
Sta138,,Sta53,,27
Sta135,,Sta159,,27
Sta83,,Sta46,,27
Sta117,,Sta153,,27
Sta26,,Sta3,,27
Sta3,,Sta123,,27
Sta13,,Sta15,,27
Sta56,,Sta164,,27
Sta9,,Sta146,,27
Sta26,,Sta43,,27
Sta4,,Sta19,,27
Sta84,,Sta111,,27
Sta16,,Sta131,,27
Sta85,,Sta69,,27
Sta53,,Sta144,,27
Sta111,,Sta7,,27
Sta77,,Sta164,,27
Sta116,,Sta146,,27
Sta110,,Sta123,,28
Sta134,,Sta70,,28
Sta100,,Sta42,,28
Sta63,,Sta89,,28
Sta55,,Sta166,,28
Sta91,,Sta126,,28
Sta14,,Sta30,,28
Sta100,,Sta108,,28
Sta146,,Sta118,,28
Sta100,,Sta129,,28
Sta100,,Sta47,,28
Sta12,,Sta98,,28
Sta25,,Sta134,,28
Sta100,,Sta55,,28
Sta85,,Sta160,,28
Sta63,,Sta60,,28
Sta134,,Sta98,,28
Sta79,,Sta20,,28
Sta110,,Sta104,,28
Sta156,,Sta138,,28
Sta86,,Sta127,,28
Sta70,,Sta168,,28
Sta72,,Sta159,,28
Sta4,,Sta8,,28
Sta1,,Sta151,,28
Sta75,,Sta20,,28
Sta107,,Sta131,,28
Sta108,,Sta76,,28
Sta89,,Sta167,,28
Sta148,,Sta93,,28
Sta86,,Sta107,,28
Sta139,,Sta123,,28
Sta67,,Sta135,,28
Sta141,,Sta31,,28
Sta115,,Sta130,,28
Sta9,,Sta154,,28
Sta89,,Sta27,,28
Sta122,,Sta118,,28
Sta39,,Sta9,,28
Sta162,,Sta9,,28
Sta61,,Sta30,,28
Sta112,,Sta142,,28
Sta79,,Sta80,,28
Sta72,,Sta144,,28
Sta70,,Sta72,,28
Sta16,,Sta59,,28
Sta135,,Sta1,,28
Sta3,,Sta20,,28
Sta137,,Sta59,,28
Sta107,,Sta162,,28
Sta85,,Sta16,,28
Sta63,,Sta133,,28
Sta125,,Sta88,,28
Sta127,,Sta80,,28
Sta140,,Sta28,,28
Sta114,,Sta89,,28
Sta89,,Sta67,,28
Sta82,,Sta31,,28
Sta118,,Sta77,,28
Sta114,,Sta108,,28
Sta157,,Sta79,,28
Sta135,,Sta41,,28
Sta41,,Sta162,,28
Sta108,,Sta92,,28
Sta55,,Sta136,,28
Sta1,,Sta68,,28
Sta41,,Sta9,,28
Sta126,,Sta32,,28
Sta162,,Sta82,,28
Sta118,,Sta4,,28
Sta86,,Sta158,,28
Sta126,,Sta137,,28
Sta73,,Sta30,,28
Sta83,,Sta131,,28
Sta142,,Sta29,,28
Sta129,,Sta56,,28
Sta117,,Sta134,,28
Sta118,,Sta123,,28
Sta43,,Sta115,,28
Sta46,,Sta55,,28
Sta55,,Sta141,,28
Sta69,,Sta63,,28
Sta132,,Sta135,,28
Sta162,,Sta120,,28
Sta39,,Sta70,,28
Sta127,,Sta161,,28
Sta41,,Sta131,,28
Sta42,,Sta6,,28
Sta140,,Sta54,,28
Sta141,,Sta87,,28
Sta136,,Sta16,,28
Sta47,,Sta92,,28
Sta76,,Sta18,,28
Sta159,,Sta146,,28
Sta15,,Sta44,,28
Sta20,,Sta113,,28
Sta25,,Sta60,,28
Sta95,,Sta91,,28
Sta114,,Sta47,,28
Sta59,,Sta126,,28
Sta23,,Sta142,,28
Sta92,,Sta100,,28
Sta17,,Sta43,,28
Sta109,,Sta113,,28
Sta17,,Sta98,,28
Sta97,,Sta1,,28
Sta26,,Sta2,,28
Sta98,,Sta84,,28
Sta4,,Sta86,,28
Sta168,,Sta129,,28
Sta78,,Sta89,,28
Sta70,,Sta95,,28
Sta151,,Sta154,,28
Sta46,,Sta17,,28
Sta15,,Sta78,,28
Sta131,,Sta123,,28
Sta161,,Sta29,,28
Sta30,,Sta150,,28
Sta147,,Sta121,,28
Sta167,,Sta137,,28
Sta137,,Sta100,,28
Sta111,,Sta40,,28
Sta93,,Sta144,,28
Sta106,,Sta159,,28
Sta60,,Sta72,,28
Sta135,,Sta144,,28
Sta97,,Sta123,,28
Sta40,,Sta19,,28
Sta143,,Sta22,,28
Sta90,,Sta103,,28
Sta27,,Sta64,,28
Sta53,,Sta56,,28
Sta55,,Sta43,,28
Sta86,,Sta83,,28
Sta131,,Sta31,,28
Sta59,,Sta145,,28
Sta141,,Sta3,,28
Sta147,,Sta7,,28
Sta15,,Sta4,,28
Sta51,,Sta151,,28
Sta91,,Sta130,,28
Sta10,,Sta55,,28
Sta134,,Sta16,,28
Sta96,,Sta101,,28
Sta39,,Sta31,,28
Sta117,,Sta90,,28
Sta160,,Sta82,,28
Sta29,,Sta91,,28
Sta133,,Sta46,,28
Sta82,,Sta17,,28
Sta150,,Sta98,,28
Sta114,,Sta32,,28
Sta10,,Sta31,,28
Sta78,,Sta151,,28
Sta9,,Sta15,,28
Sta37,,Sta13,,28
Sta16,,Sta46,,28
Sta19,,Sta20,,28
Sta167,,Sta101,,28
Sta133,,Sta143,,28
Sta114,,Sta78,,28
Sta25,,Sta144,,28
Sta77,,Sta17,,28
Sta40,,Sta101,,28
Sta165,,Sta114,,28
Sta98,,Sta31,,28
Sta40,,Sta62,,28
Sta3,,Sta113,,28
Sta96,,Sta55,,28
Sta100,,Sta69,,28
Sta8,,Sta103,,28
Sta147,,Sta39,,28
Sta18,,Sta41,,28
Sta77,,Sta26,,28
Sta96,,Sta31,,28
Sta53,,Sta46,,28
Sta4,,Sta72,,28
Sta18,,Sta114,,28
Sta13,,Sta101,,28
Sta79,,Sta39,,28
Sta39,,Sta3,,28
Sta48,,Sta9,,29
Sta89,,Sta65,,29
Sta87,,Sta135,,29
Sta134,,Sta5,,29
Sta125,,Sta44,,29
Sta30,,Sta95,,29
Sta134,,Sta129,,29
Sta63,,Sta80,,29
Sta64,,Sta49,,29
Sta129,,Sta135,,29
Sta158,,Sta126,,29
Sta22,,Sta107,,29
Sta88,,Sta114,,29
Sta79,,Sta167,,29
Sta92,,Sta40,,29
Sta167,,Sta109,,29
Sta30,,Sta64,,29
Sta105,,Sta81,,29
Sta126,,Sta140,,29
Sta126,,Sta64,,29
Sta144,,Sta80,,29
Sta146,,Sta67,,29
Sta48,,Sta129,,29
Sta46,,Sta158,,29
Sta126,,Sta25,,29
Sta158,,Sta72,,29
Sta148,,Sta63,,29
Sta9,,Sta56,,29
Sta2,,Sta126,,29
Sta97,,Sta129,,29
Sta133,,Sta108,,29
Sta25,,Sta98,,29
Sta40,,Sta22,,29
Sta41,,Sta118,,29
Sta122,,Sta17,,29
Sta32,,Sta115,,29
Sta157,,Sta146,,29
Sta81,,Sta30,,29
Sta107,,Sta68,,29
Sta93,,Sta59,,29
Sta67,,Sta54,,29
Sta141,,Sta112,,29
Sta1,,Sta32,,29
Sta100,,Sta30,,29
Sta70,,Sta99,,29
Sta1,,Sta110,,29
Sta47,,Sta72,,29
Sta55,,Sta63,,29
Sta107,,Sta74,,29
Sta63,,Sta48,,29
Sta86,,Sta13,,29
Sta130,,Sta168,,29
Sta77,,Sta115,,29
Sta40,,Sta96,,29
Sta107,,Sta118,,29
Sta115,,Sta44,,29
Sta161,,Sta1,,29
Sta25,,Sta84,,29
Sta117,,Sta40,,29
Sta63,,Sta16,,29
Sta146,,Sta168,,29
Sta70,,Sta100,,29
Sta68,,Sta5,,29
Sta162,,Sta127,,29
Sta161,,Sta129,,29
Sta153,,Sta88,,29
Sta141,,Sta54,,29
Sta73,,Sta67,,29
Sta36,,Sta23,,29
Sta89,,Sta15,,29
Sta83,,Sta118,,29
Sta126,,Sta92,,29
Sta27,,Sta115,,29
Sta83,,Sta39,,29
Sta138,,Sta162,,29
Sta78,,Sta135,,29
Sta25,,Sta135,,29
Sta91,,Sta120,,29
Sta17,,Sta144,,29
Sta130,,Sta95,,29
Sta136,,Sta135,,29
Sta117,,Sta121,,29
Sta68,,Sta78,,29
Sta66,,Sta5,,29
Sta146,,Sta127,,29
Sta129,,Sta84,,29
Sta82,,Sta54,,29
Sta101,,Sta72,,29
Sta56,,Sta25,,29
Sta56,,Sta83,,29
Sta83,,Sta162,,29
Sta67,,Sta50,,29
Sta167,,Sta54,,29
Sta137,,Sta39,,29
Sta72,,Sta98,,29
Sta21,,Sta129,,29
Sta100,,Sta89,,29
Sta128,,Sta83,,29
Sta93,,Sta142,,29
Sta86,,Sta123,,29
Sta84,,Sta41,,29
Sta133,,Sta115,,29
Sta56,,Sta152,,29
Sta72,,Sta69,,29
Sta141,,Sta98,,29
Sta91,,Sta1,,29
Sta84,,Sta42,,29
Sta116,,Sta134,,29
Sta137,,Sta29,,29
Sta117,,Sta114,,29
Sta155,,Sta133,,29
Sta146,,Sta138,,29
Sta147,,Sta131,,29
Sta55,,Sta75,,29
Sta138,,Sta14,,29
Sta95,,Sta165,,29
Sta39,,Sta108,,29
Sta93,,Sta98,,29
Sta20,,Sta159,,29
Sta17,,Sta4,,29
Sta113,,Sta5,,29
Sta92,,Sta157,,29
Sta93,,Sta159,,29
Sta93,,Sta54,,29
Sta15,,Sta127,,29
Sta131,,Sta13,,29
Sta162,,Sta103,,29
Sta92,,Sta26,,29
Sta119,,Sta92,,29
Sta163,,Sta23,,29
Sta111,,Sta101,,29
Sta92,,Sta66,,29
Sta72,,Sta133,,29
Sta113,,Sta59,,29
Sta149,,Sta150,,29
Sta141,,Sta59,,29
Sta157,,Sta70,,29
Sta62,,Sta15,,29
Sta105,,Sta27,,29
Sta61,,Sta24,,29
Sta132,,Sta131,,29
Sta46,,Sta2,,29
Sta93,,Sta141,,29
Sta168,,Sta117,,29
Sta83,,Sta15,,29
Sta47,,Sta21,,29
Sta144,,Sta54,,29
Sta168,,Sta5,,29
Sta48,,Sta29,,29
Sta60,,Sta21,,29
Sta102,,Sta111,,29
Sta163,,Sta154,,29
Sta111,,Sta124,,29
Sta98,,Sta3,,29
Sta165,,Sta168,,29
Sta113,,Sta101,,29
Sta88,,Sta147,,29
Sta127,,Sta97,,29
Sta161,,Sta159,,29
Sta115,,Sta150,,29
Sta98,,Sta101,,29
Sta164,,Sta36,,29
Sta57,,Sta143,,29
Sta101,,Sta39,,29
Sta29,,Sta101,,29
Sta16,,Sta157,,29
Sta78,,Sta64,,29
Sta59,,Sta88,,29
Sta159,,Sta130,,29
Sta78,,Sta133,,29
Sta3,,Sta78,,29
Sta78,,Sta20,,29
Sta164,,Sta20,,29
Sta15,,Sta16,,29
Sta32,,Sta159,,29
Sta57,,Sta51,,29
Sta15,,Sta19,,29
Sta82,,Sta63,,30
Sta65,,Sta154,,30
Sta107,,Sta65,,30
Sta122,,Sta126,,30
Sta83,,Sta77,,30
Sta49,,Sta5,,30
Sta56,,Sta36,,30
Sta63,,Sta65,,30
Sta63,,Sta74,,30
Sta47,,Sta134,,30
Sta61,,Sta67,,30
Sta112,,Sta115,,30
Sta160,,Sta134,,30
Sta110,,Sta63,,30
Sta76,,Sta67,,30
Sta120,,Sta118,,30
Sta27,,Sta141,,30
Sta49,,Sta63,,30
Sta129,,Sta110,,30
Sta153,,Sta126,,30
Sta89,,Sta104,,30
Sta67,,Sta134,,30
Sta67,,Sta80,,30
Sta126,,Sta49,,30
Sta67,,Sta141,,30
Sta48,,Sta118,,30
Sta81,,Sta155,,30
Sta97,,Sta120,,30
Sta160,,Sta63,,30
Sta144,,Sta74,,30
Sta133,,Sta40,,30
Sta126,,Sta73,,30
Sta119,,Sta115,,30
Sta88,,Sta63,,30
Sta87,,Sta167,,30
Sta126,,Sta42,,30
Sta42,,Sta161,,30
Sta134,,Sta22,,30
Sta20,,Sta30,,30
Sta130,,Sta80,,30
Sta134,,Sta30,,30
Sta20,,Sta154,,30
Sta122,,Sta63,,30
Sta142,,Sta107,,30
Sta67,,Sta120,,30
Sta146,,Sta56,,30
Sta132,,Sta15,,30
Sta87,,Sta155,,30
Sta129,,Sta121,,30
Sta139,,Sta134,,30
Sta74,,Sta1,,30
Sta158,,Sta63,,30
Sta21,,Sta89,,30
Sta86,,Sta12,,30
Sta46,,Sta64,,30
Sta81,,Sta74,,30
Sta126,,Sta12,,30
Sta104,,Sta154,,30
Sta67,,Sta17,,30
Sta5,,Sta122,,30
Sta28,,Sta42,,30
Sta109,,Sta126,,30
Sta49,,Sta135,,30
Sta129,,Sta88,,30
Sta56,,Sta50,,30
Sta129,,Sta65,,30
Sta126,,Sta104,,30
Sta110,,Sta9,,30
Sta63,,Sta103,,30
Sta1,,Sta134,,30
Sta88,,Sta44,,30
Sta155,,Sta108,,30
Sta93,,Sta107,,30
Sta7,,Sta20,,30
Sta134,,Sta156,,30
Sta87,,Sta162,,30
Sta94,,Sta135,,30
Sta81,,Sta90,,30
Sta112,,Sta126,,30
Sta81,,Sta134,,30
Sta63,,Sta97,,30
Sta23,,Sta99,,30
Sta30,,Sta89,,30
Sta110,,Sta81,,30
Sta9,,Sta134,,30
Sta79,,Sta110,,30
Sta109,,Sta5,,30
Sta107,,Sta120,,30
Sta87,,Sta15,,30
Sta126,,Sta14,,30
Sta61,,Sta25,,30
Sta74,,Sta129,,30
Sta61,,Sta9,,30
Sta123,,Sta167,,30
Sta104,,Sta129,,30
Sta20,,Sta61,,30
Sta122,,Sta47,,30
Sta89,,Sta122,,30
Sta107,,Sta49,,30
Sta47,,Sta49,,30
Sta109,,Sta84,,30
Sta72,,Sta42,,30
Sta30,,Sta158,,30
Sta122,,Sta115,,30
Sta164,,Sta67,,30
Sta124,,Sta30,,30
Sta110,,Sta115,,30
Sta25,,Sta83,,30
Sta134,,Sta121,,30
Sta88,,Sta126,,30
Sta100,,Sta107,,30
Sta34,,Sta138,,30
Sta108,,Sta72,,30
Sta134,,Sta12,,30
Sta29,,Sta104,,30
Sta68,,Sta9,,30
Sta74,,Sta126,,30
Sta132,,Sta5,,30
Sta12,,Sta40,,30
Sta61,,Sta126,,30
Sta123,,Sta130,,30
Sta167,,Sta11,,30
Sta130,,Sta20,,30
Sta134,,Sta41,,30
Sta40,,Sta48,,30
Sta140,,Sta63,,30
Sta88,,Sta138,,30
Sta134,,Sta49,,30
Sta138,,Sta81,,30
Sta104,,Sta47,,30
Sta158,,Sta47,,30
Sta81,,Sta135,,30
Sta115,,Sta120,,30
Sta115,,Sta33,,30
Sta61,,Sta142,,30
Sta22,,Sta20,,30
Sta144,,Sta120,,30
Sta67,,Sta149,,30
Sta4,,Sta30,,30
Sta157,,Sta99,,30
Sta126,,Sta35,,30
Sta115,,Sta57,,30
Sta122,,Sta134,,30
Sta63,,Sta42,,30
Sta90,,Sta22,,30
Sta70,,Sta63,,30
Sta21,,Sta63,,30
Sta44,,Sta126,,30
Sta66,,Sta126,,30
Sta40,,Sta146,,30
Sta101,,Sta32,,30
Sta126,,Sta8,,30
Sta93,,Sta19,,30
Sta63,,Sta104,,30
Sta162,,Sta49,,30
Sta99,,Sta55,,30
Sta17,,Sta48,,30
Sta127,,Sta49,,30
Sta129,,Sta54,,30
Sta135,,Sta108,,30
Sta63,,Sta87,,30
Sta163,,Sta110,,30
Sta136,,Sta112,,30
Sta82,,Sta126,,30
Sta67,,Sta151,,30
Sta156,,Sta76,,30
Sta135,,Sta107,,30
Sta107,,Sta88,,30
Sta20,,Sta133,,30
Sta99,,Sta126,,30
Sta151,,Sta9,,30
Sta86,,Sta49,,30
Sta129,,Sta68,,30
Sta154,,Sta23,,30
Sta109,,Sta2,,30
Sta65,,Sta47,,30
Sta67,,Sta143,,30
Sta126,,Sta160,,30
Sta30,,Sta141,,30
Sta31,,Sta30,,30
Sta69,,Sta81,,30
Sta21,,Sta148,,30
Sta126,,Sta130,,30
Sta155,,Sta63,,30
Sta162,,Sta88,,30
Sta162,,Sta32,,30
Sta72,,Sta148,,30
Sta65,,Sta127,,30
Sta51,,Sta47,,30
Sta126,,Sta125,,30
Sta107,,Sta130,,30
Sta167,,Sta67,,30
Sta155,,Sta30,,30
Sta121,,Sta44,,30
Sta20,,Sta53,,30
Sta67,,Sta49,,30
Sta88,,Sta131,,30
Sta142,,Sta31,,30
Sta81,,Sta130,,30
Sta134,,Sta136,,30
Sta142,,Sta67,,30
Sta109,,Sta108,,30
Sta115,,Sta88,,30
Sta30,,Sta69,,30
Sta119,,Sta63,,30
Sta158,,Sta146,,30
Sta134,,Sta42,,30
Sta46,,Sta142,,30
Sta132,,Sta86,,30
Sta89,,Sta125,,30
Sta51,,Sta81,,30
Sta103,,Sta126,,30
Sta65,,Sta108,,30
Sta149,,Sta5,,30
Sta88,,Sta89,,30
Sta61,,Sta115,,30
Sta134,,Sta35,,30
Sta126,,Sta149,,30
Sta56,,Sta127,,30
Sta20,,Sta141,,30
Sta99,,Sta63,,30
Sta99,,Sta67,,30
Sta104,,Sta107,,30
Sta146,,Sta126,,30
Sta23,,Sta129,,30
Sta115,,Sta109,,30
Sta135,,Sta9,,30
Sta49,,Sta141,,30
Sta47,,Sta167,,30
Sta108,,Sta167,,30
Sta37,,Sta136,,30
Sta30,,Sta135,,30
Sta81,,Sta42,,30
Sta4,,Sta126,,30
Sta100,,Sta109,,30
Sta94,,Sta81,,30
Sta89,,Sta72,,30
Sta74,,Sta108,,30
Sta168,,Sta89,,30
Sta5,,Sta87,,30
Sta114,,Sta87,,30
Sta135,,Sta160,,30
Sta104,,Sta123,,30
Sta44,,Sta144,,30
Sta125,,Sta134,,30
Sta88,,Sta1,,30
Sta20,,Sta121,,30
Sta151,,Sta89,,30
Sta5,,Sta141,,30
Sta121,,Sta115,,30
Sta23,,Sta92,,30
Sta1,,Sta65,,30
Sta68,,Sta53,,30
Sta29,,Sta12,,30
Sta124,,Sta20,,30
Sta46,,Sta31,,30
Sta104,,Sta108,,30
Sta40,,Sta104,,30
Sta41,,Sta158,,30
Sta149,,Sta115,,30
Sta144,,Sta61,,30
Sta37,,Sta30,,30
Sta54,,Sta30,,30
Sta87,,Sta89,,30
Sta118,,Sta112,,30
Sta29,,Sta35,,30
Sta61,,Sta15,,30
Sta54,,Sta19,,30
Sta115,,Sta161,,30
Sta64,,Sta65,,30
Sta28,,Sta126,,30
Sta138,,Sta100,,30
Sta99,,Sta37,,30
Sta110,,Sta126,,30
Sta146,,Sta134,,30
Sta5,,Sta104,,30
Sta151,,Sta126,,30
Sta5,,Sta142,,30
Sta141,,Sta47,,30
Sta27,,Sta74,,30
Sta136,,Sta29,,30
Sta89,,Sta130,,30
Sta20,,Sta50,,30
Sta27,,Sta155,,30
Sta126,,Sta119,,30
Sta104,,Sta64,,30
Sta134,,Sta127,,30
Sta64,,Sta146,,30
Sta115,,Sta87,,30
Sta6,,Sta63,,30
Sta114,,Sta122,,30
Sta72,,Sta14,,30
Sta81,,Sta141,,30
Sta81,,Sta167,,30
Sta161,,Sta113,,30
Sta94,,Sta86,,30
Sta79,,Sta105,,30
Sta115,,Sta34,,30
Sta56,,Sta155,,30
Sta155,,Sta160,,30
Sta40,,Sta52,,30
Sta133,,Sta88,,30
Sta61,,Sta52,,30
Sta81,,Sta156,,30
Sta5,,Sta119,,30
Sta76,,Sta126,,30
Sta88,,Sta141,,30
Sta48,,Sta89,,30
Sta80,,Sta104,,30
Sta100,,Sta61,,30
Sta1,,Sta157,,30
Sta28,,Sta88,,30
Sta49,,Sta41,,30
Sta5,,Sta74,,30
Sta9,,Sta76,,30
Sta111,,Sta98,,30
Sta138,,Sta120,,30
Sta98,,Sta120,,30
Sta40,,Sta154,,30
Sta130,,Sta56,,30
Sta15,,Sta49,,30
Sta17,,Sta30,,30
Sta155,,Sta48,,30
Sta107,,Sta134,,30
Sta63,,Sta28,,30
Sta67,,Sta74,,30
Sta88,,Sta5,,30
Sta141,,Sta48,,30
Sta89,,Sta9,,30
Sta115,,Sta104,,30
Sta88,,Sta137,,30
Sta162,,Sta109,,30
Sta53,,Sta158,,30
Sta63,,Sta109,,30
Sta129,,Sta52,,30
Sta129,,Sta76,,30
Sta82,,Sta89,,30
Sta50,,Sta149,,30
Sta30,,Sta142,,30
Sta81,,Sta120,,30
Sta108,,Sta49,,30
Sta89,,Sta120,,30
Sta126,,Sta120,,30
Sta4,,Sta23,,30
Sta61,,Sta108,,30
Sta55,,Sta108,,30
Sta49,,Sta129,,30
Sta155,,Sta22,,30
Sta16,,Sta138,,30
Sta157,,Sta155,,30
Sta2,,Sta29,,30
Sta30,,Sta49,,30
Sta136,,Sta28,,30
Sta100,,Sta35,,30
Sta165,,Sta23,,30
Sta5,,Sta35,,30
Sta156,,Sta41,,30
Sta21,,Sta146,,30
Sta67,,Sta110,,30
Sta70,,Sta120,,30
Sta52,,Sta115,,30
Sta20,,Sta108,,30
Sta61,,Sta40,,30
Sta60,,Sta132,,30
Sta158,,Sta67,,30
Sta108,,Sta66,,30
Sta68,,Sta67,,30
Sta47,,Sta130,,30
Sta89,,Sta42,,30
Sta87,,Sta65,,30
Sta155,,Sta151,,30
Sta61,,Sta162,,30
Sta68,,Sta115,,30
Sta89,,Sta25,,30
Sta20,,Sta27,,30
Sta41,,Sta88,,30
Sta142,,Sta54,,30
Sta47,,Sta20,,30
Sta99,,Sta115,,30
Sta117,,Sta123,,30
Sta87,,Sta17,,30
Sta87,,Sta59,,30
Sta117,,Sta126,,30
Sta80,,Sta126,,30
Sta142,,Sta63,,30
Sta135,,Sta125,,30
Sta155,,Sta126,,30
Sta120,,Sta29,,30
Sta85,,Sta113,,30
Sta99,,Sta134,,30
Sta41,,Sta143,,30
Sta23,,Sta108,,30
Sta121,,Sta141,,30
Sta9,,Sta141,,30
Sta9,,Sta167,,30
Sta46,,Sta89,,30
Sta161,,Sta39,,30
Sta89,,Sta41,,30
Sta107,,Sta146,,30
Sta161,,Sta148,,30
Sta20,,Sta14,,30
Sta35,,Sta107,,30
Sta146,,Sta61,,30
Sta120,,Sta88,,30
Sta30,,Sta121,,30
Sta35,,Sta135,,30
Sta57,,Sta67,,30
Sta126,,Sta161,,30
Sta87,,Sta92,,30
Sta68,,Sta156,,30
Sta56,,Sta2,,30
Sta54,,Sta79,,30
Sta149,,Sta63,,30
Sta88,,Sta118,,30
Sta65,,Sta122,,30
Sta121,,Sta142,,30
Sta135,,Sta13,,30
Sta138,,Sta56,,30
Sta90,,Sta5,,30
Sta92,,Sta20,,30
Sta9,,Sta155,,30
Sta99,,Sta30,,30
Sta97,,Sta9,,30
Sta38,,Sta81,,30
Sta87,,Sta9,,30
Sta159,,Sta167,,30
Sta61,,Sta47,,30
Sta167,,Sta41,,30
Sta99,,Sta29,,30
Sta30,,Sta55,,30
Sta146,,Sta70,,30
Sta83,,Sta142,,30
Sta111,,Sta136,,30
Sta94,,Sta59,,30
Sta34,,Sta50,,30
Sta56,,Sta22,,30
Sta73,,Sta135,,30
Sta121,,Sta135,,30
Sta155,,Sta123,,30
Sta134,,Sta138,,30
Sta132,,Sta40,,30
Sta47,,Sta125,,30
Sta74,,Sta30,,30
Sta119,,Sta134,,30
Sta63,,Sta37,,30
Sta20,,Sta120,,30
Sta148,,Sta114,,30
Sta143,,Sta30,,30
Sta146,,Sta17,,30
Sta142,,Sta68,,30
Sta82,,Sta30,,30
Sta41,,Sta155,,30
Sta125,,Sta5,,30
Sta126,,Sta139,,30
Sta109,,Sta41,,30
Sta30,,Sta130,,30
Sta157,,Sta89,,30
Sta73,,Sta46,,30
Sta81,,Sta25,,30
Sta136,,Sta141,,30
Sta155,,Sta67,,30
Sta130,,Sta118,,30
Sta20,,Sta99,,30
Sta107,,Sta82,,30
Sta29,,Sta151,,30
Sta89,,Sta92,,30
Sta87,,Sta40,,30
Sta100,,Sta83,,30
Sta65,,Sta41,,30
Sta157,,Sta108,,30
Sta20,,Sta41,,30
Sta162,,Sta136,,30
Sta121,,Sta6,,30
Sta146,,Sta23,,30
Sta134,,Sta104,,30
Sta134,,Sta155,,30
Sta81,,Sta131,,30
Sta115,,Sta50,,30
Sta37,,Sta67,,30
Sta74,,Sta155,,30
Sta118,,Sta103,,30
Sta124,,Sta115,,30
Sta85,,Sta117,,30
Sta95,,Sta67,,30
Sta89,,Sta61,,30
Sta155,,Sta5,,30
Sta70,,Sta8,,30
Sta120,,Sta22,,30
Sta86,,Sta62,,30
Sta142,,Sta56,,30
Sta89,,Sta138,,30
Sta155,,Sta98,,30
Sta156,,Sta27,,30
Sta127,,Sta155,,30
Sta121,,Sta126,,30
Sta135,,Sta53,,30
Sta104,,Sta83,,30
Sta21,,Sta80,,30
Sta85,,Sta89,,30
Sta142,,Sta81,,30
Sta4,,Sta67,,30
Sta155,,Sta129,,30
Sta89,,Sta59,,30
Sta151,,Sta129,,30
Sta32,,Sta39,,30
Sta121,,Sta155,,30
Sta89,,Sta68,,30
Sta9,,Sta120,,30
Sta81,,Sta162,,30
Sta75,,Sta4,,30
