in,out,time
Sta81,Sta154,21
Sta18,Sta63,21
Sta63,Sta18,21
Sta158,Sta131,21
Sta131,Sta158,21
Sta144,Sta154,21
Sta154,Sta144,21
Sta89,Sta84,21
Sta84,Sta89,21
Sta39,Sta69,21
Sta69,Sta39,21
Sta1,Sta64,21
Sta64,Sta1,21
Sta72,Sta91,21
Sta91,Sta72,21
Sta133,Sta61,21
Sta61,Sta133,21
Sta115,Sta13,21
Sta13,Sta115,21
Sta86,Sta120,21
Sta120,Sta86,21
Sta2,Sta90,21
Sta90,Sta2,21
Sta157,Sta93,21
Sta93,Sta157,21
Sta118,Sta167,21
Sta167,Sta118,21
Sta84,Sta158,21
Sta158,Sta84,21
Sta161,Sta143,21
Sta143,Sta161,21
Sta5,Sta100,21
Sta100,Sta5,21
Sta98,Sta48,21
Sta48,Sta98,21
Sta159,Sta138,21
Sta138,Sta159,21
Sta118,Sta137,21
Sta137,Sta118,21
Sta115,Sta141,21
Sta141,Sta115,21
Sta102,Sta87,21
Sta87,Sta102,21
Sta5,Sta15,21
Sta15,Sta5,21
Sta16,Sta40,21
Sta40,Sta16,21
Sta118,Sta101,21
Sta101,Sta118,21
Sta4,Sta160,21
Sta160,Sta4,21
Sta9,Sta46,21
Sta46,Sta9,21
Sta87,Sta158,21
Sta158,Sta87,21
Sta76,Sta51,21
Sta51,Sta76,21
Sta100,Sta117,21
Sta117,Sta100,21
Sta93,Sta100,21
Sta100,Sta93,21
Sta150,Sta127,21
Sta127,Sta150,21
Sta82,Sta56,21
Sta56,Sta82,21
Sta154,Sta63,21
Sta63,Sta154,21
Sta135,Sta98,21
Sta98,Sta135,21
Sta21,Sta156,21
Sta156,Sta21,21
Sta63,Sta167,21
Sta167,Sta63,21
Sta150,Sta129,21
Sta129,Sta150,21
Sta20,Sta136,21
Sta136,Sta20,21
Sta109,Sta160,21
Sta160,Sta109,21
Sta126,Sta70,21
Sta70,Sta126,21
Sta1,Sta131,21
Sta131,Sta1,21
Sta108,Sta41,21
Sta41,Sta108,21
Sta154,Sta98,21
Sta98,Sta154,21
Sta70,Sta114,21
Sta114,Sta70,21
Sta20,Sta168,21
Sta168,Sta20,21
Sta3,Sta138,21
Sta138,Sta3,21
Sta39,Sta20,21
Sta20,Sta39,21
Sta115,Sta137,21
Sta137,Sta115,21
Sta71,Sta81,21
Sta81,Sta71,21
Sta83,Sta27,21
Sta27,Sta83,21
Sta30,Sta107,21
Sta107,Sta30,21
Sta151,Sta108,21
Sta108,Sta151,21
Sta129,Sta81,21
Sta81,Sta129,21
Sta114,Sta103,21
Sta103,Sta114,21
Sta114,Sta146,21
Sta146,Sta114,21
Sta2,Sta95,21
Sta95,Sta2,21
Sta161,Sta144,21
Sta144,Sta161,21
Sta165,Sta135,21
Sta135,Sta165,21
Sta3,Sta108,21
Sta108,Sta3,21
Sta40,Sta163,21
Sta163,Sta40,21
Sta27,Sta1,21
Sta1,Sta27,21
Sta26,Sta111,21
Sta111,Sta26,21
Sta5,Sta25,21
Sta25,Sta5,21
Sta155,Sta76,21
Sta76,Sta155,21
Sta114,Sta26,21
Sta26,Sta114,21
Sta162,Sta25,21
Sta25,Sta162,21
Sta47,Sta138,21
Sta138,Sta47,21
Sta27,Sta71,21
Sta71,Sta27,21
Sta159,Sta80,21
Sta80,Sta159,21
Sta152,Sta7,21
Sta7,Sta152,21
Sta142,Sta26,21
Sta26,Sta142,21
Sta83,Sta30,21
Sta30,Sta83,21
Sta1,Sta92,21
Sta92,Sta1,21
Sta109,Sta94,21
Sta94,Sta109,21
Sta138,Sta93,21
Sta93,Sta138,21
Sta89,Sta123,21
Sta123,Sta89,21
Sta126,Sta127,21
Sta127,Sta126,21
Sta127,Sta133,21
Sta133,Sta127,21
Sta113,Sta86,21
Sta86,Sta113,21
Sta94,Sta112,21
Sta112,Sta94,21
Sta22,Sta29,21
Sta29,Sta22,21
Sta15,Sta85,21
Sta85,Sta15,21
Sta32,Sta25,21
Sta25,Sta32,21
Sta46,Sta167,21
Sta167,Sta46,21
Sta83,Sta106,21
Sta106,Sta83,21
Sta138,Sta60,21
Sta60,Sta138,21
Sta18,Sta68,21
Sta68,Sta18,21
Sta39,Sta78,21
Sta78,Sta39,21
Sta36,Sta55,21
Sta55,Sta36,21
Sta30,Sta9,21
Sta9,Sta30,21
Sta165,Sta85,21
Sta85,Sta165,21
Sta118,Sta3,21
Sta3,Sta118,21
Sta69,Sta15,21
Sta15,Sta69,21
Sta5,Sta89,21
Sta89,Sta5,21
Sta126,Sta16,21
Sta16,Sta126,21
Sta29,Sta55,21
Sta55,Sta29,21
Sta69,Sta59,21
Sta59,Sta69,21
Sta134,Sta58,21
Sta58,Sta134,21
Sta162,Sta92,21
Sta92,Sta162,21
Sta162,Sta19,21
Sta19,Sta162,21
Sta9,Sta127,21
Sta127,Sta9,21
Sta19,Sta114,21
Sta114,Sta19,21
Sta117,Sta135,21
Sta135,Sta117,21
Sta98,Sta157,21
Sta157,Sta98,21
Sta16,Sta89,21
Sta89,Sta16,21
Sta7,Sta103,21
Sta103,Sta7,21
Sta140,Sta75,21
Sta75,Sta140,21
Sta114,Sta16,21
Sta16,Sta114,21
Sta118,Sta140,21
Sta140,Sta118,21
Sta140,Sta99,21
Sta99,Sta140,21
Sta86,Sta85,21
Sta85,Sta86,21
Sta123,Sta115,21
Sta115,Sta123,21
Sta20,Sta167,21
Sta167,Sta20,21
Sta26,Sta141,21
Sta141,Sta26,21
Sta18,Sta30,21
Sta30,Sta18,21
Sta13,Sta31,21
Sta31,Sta13,21
Sta101,Sta54,21
Sta54,Sta101,21
Sta168,Sta17,21
Sta17,Sta168,21
Sta159,Sta131,21
Sta131,Sta159,21
Sta54,Sta96,21
Sta96,Sta54,21
Sta86,Sta41,21
Sta41,Sta86,21
Sta115,Sta59,21
Sta59,Sta115,21
Sta162,Sta37,21
Sta37,Sta162,21
Sta90,Sta132,21
Sta132,Sta90,21
Sta6,Sta145,21
Sta145,Sta6,21
Sta114,Sta130,21
Sta130,Sta114,21
Sta61,Sta22,21
Sta22,Sta61,21
Sta147,Sta167,21
Sta167,Sta147,21
Sta39,Sta4,21
Sta4,Sta39,21
Sta148,Sta92,21
Sta92,Sta148,21
Sta47,Sta86,21
Sta86,Sta47,21
Sta131,Sta78,21
Sta78,Sta131,21
Sta114,Sta144,21
Sta144,Sta114,21
Sta54,Sta89,21
Sta89,Sta54,21
Sta118,Sta159,21
Sta159,Sta118,21
Sta72,Sta1,22
Sta1,Sta72,22
Sta59,Sta15,22
Sta15,Sta59,22
Sta72,Sta129,22
Sta129,Sta72,22
Sta14,Sta41,22
Sta41,Sta14,22
Sta84,Sta126,22
Sta126,Sta84,22
Sta90,Sta142,22
Sta142,Sta90,22
Sta86,Sta32,22
Sta32,Sta86,22
Sta122,Sta20,22
Sta20,Sta122,22
Sta13,Sta162,22
Sta162,Sta13,22
Sta100,Sta59,22
Sta59,Sta100,22
Sta37,Sta101,22
Sta101,Sta37,22
Sta18,Sta40,22
Sta40,Sta18,22
Sta77,Sta28,22
Sta28,Sta77,22
Sta115,Sta9,22
Sta9,Sta115,22
Sta132,Sta26,22
Sta26,Sta132,22
Sta103,Sta84,22
Sta84,Sta103,22
Sta162,Sta129,22
Sta129,Sta162,22
Sta41,Sta130,22
Sta130,Sta41,22
Sta33,Sta147,22
Sta147,Sta33,22
Sta136,Sta90,22
Sta90,Sta136,22
Sta123,Sta150,22
Sta150,Sta123,22
Sta139,Sta27,22
Sta27,Sta139,22
Sta21,Sta5,22
Sta5,Sta21,22
Sta39,Sta44,22
Sta44,Sta39,22
Sta15,Sta142,22
Sta142,Sta15,22
Sta140,Sta17,22
Sta17,Sta140,22
Sta93,Sta113,22
Sta113,Sta93,22
Sta17,Sta39,22
Sta39,Sta17,22
Sta110,Sta47,22
Sta47,Sta110,22
Sta109,Sta142,22
Sta142,Sta109,22
Sta31,Sta15,22
Sta15,Sta31,22
Sta159,Sta22,22
Sta22,Sta159,22
Sta81,Sta163,22
Sta163,Sta81,22
Sta31,Sta29,22
Sta29,Sta31,22
Sta41,Sta119,22
Sta119,Sta41,22
Sta112,Sta88,22
Sta88,Sta112,22
Sta25,Sta95,22
Sta95,Sta25,22
Sta87,Sta85,22
Sta85,Sta87,22
Sta107,Sta53,22
Sta53,Sta107,22
Sta85,Sta118,22
Sta118,Sta85,22
Sta157,Sta4,22
Sta4,Sta157,22
Sta69,Sta13,22
Sta13,Sta69,22
Sta134,Sta158,22
Sta158,Sta134,22
Sta100,Sta31,22
Sta31,Sta100,22
Sta9,Sta67,22
Sta67,Sta9,22
Sta145,Sta84,22
Sta84,Sta145,22
Sta45,Sta140,22
Sta140,Sta45,22
Sta126,Sta154,22
Sta154,Sta126,22
Sta97,Sta149,22
Sta149,Sta97,22
Sta131,Sta69,22
Sta69,Sta131,22
Sta13,Sta45,22
Sta45,Sta13,22
Sta108,Sta46,22
Sta46,Sta108,22
Sta138,Sta129,22
Sta129,Sta138,22
Sta77,Sta23,22
Sta23,Sta77,22
Sta32,Sta21,22
Sta21,Sta32,22
Sta111,Sta115,22
Sta115,Sta111,22
Sta98,Sta133,22
Sta133,Sta98,22
Sta162,Sta2,22
Sta2,Sta162,22
Sta137,Sta16,22
Sta16,Sta137,22
Sta95,Sta101,22
Sta101,Sta95,22
Sta15,Sta32,22
Sta32,Sta15,22
Sta134,Sta88,22
Sta88,Sta134,22
Sta79,Sta151,22
Sta151,Sta79,22
Sta101,Sta135,22
Sta135,Sta101,22
Sta161,Sta32,22
Sta32,Sta161,22
Sta33,Sta44,22
Sta44,Sta33,22
Sta2,Sta131,22
Sta131,Sta2,22
Sta38,Sta134,22
Sta134,Sta38,22
Sta16,Sta31,22
Sta31,Sta16,22
Sta29,Sta133,22
Sta133,Sta29,22
Sta108,Sta106,22
Sta106,Sta108,22
Sta162,Sta159,22
Sta159,Sta162,22
Sta88,Sta75,22
Sta75,Sta88,22
Sta30,Sta93,22
Sta93,Sta30,22
Sta41,Sta78,22
Sta78,Sta41,22
Sta63,Sta90,22
Sta90,Sta63,22
Sta98,Sta46,22
Sta46,Sta98,22
Sta29,Sta81,22
Sta81,Sta29,22
Sta127,Sta93,22
Sta93,Sta127,22
Sta100,Sta168,22
Sta168,Sta100,22
Sta8,Sta111,22
Sta111,Sta8,22
Sta42,Sta167,22
Sta167,Sta42,22
Sta106,Sta65,22
Sta65,Sta106,22
Sta10,Sta56,22
Sta56,Sta10,22
Sta72,Sta120,22
Sta120,Sta72,22
Sta62,Sta114,22
Sta114,Sta62,22
Sta162,Sta1,22
Sta1,Sta162,22
Sta139,Sta143,22
Sta143,Sta139,22
Sta46,Sta85,22
Sta85,Sta46,22
Sta115,Sta83,22
Sta83,Sta115,22
Sta29,Sta154,22
Sta154,Sta29,22
Sta40,Sta9,22
Sta9,Sta40,22
Sta79,Sta63,22
Sta63,Sta79,22
Sta98,Sta54,22
Sta54,Sta98,22
Sta54,Sta157,22
Sta157,Sta54,22
Sta57,Sta123,22
Sta123,Sta57,22
Sta126,Sta90,22
Sta90,Sta126,22
Sta22,Sta1,22
Sta1,Sta22,22
Sta59,Sta31,22
Sta31,Sta59,22
Sta56,Sta136,22
Sta136,Sta56,22
Sta112,Sta117,22
Sta117,Sta112,22
Sta100,Sta20,22
Sta20,Sta100,22
Sta1,Sta89,22
Sta89,Sta1,22
Sta26,Sta86,22
Sta86,Sta26,22
Sta2,Sta94,22
Sta94,Sta2,22
Sta70,Sta101,22
Sta101,Sta70,22
Sta159,Sta53,22
Sta53,Sta159,22
Sta20,Sta59,22
Sta59,Sta20,22
Sta22,Sta3,22
Sta3,Sta22,22
Sta27,Sta53,22
Sta53,Sta27,22
Sta47,Sta3,22
Sta3,Sta47,22
Sta151,Sta105,22
Sta105,Sta151,22
Sta138,Sta50,22
Sta50,Sta138,22
Sta64,Sta74,22
Sta74,Sta64,22
Sta55,Sta135,22
Sta135,Sta55,22
Sta54,Sta46,22
Sta46,Sta54,22
Sta40,Sta72,22
Sta72,Sta40,22
Sta5,Sta116,22
Sta116,Sta5,22
Sta19,Sta157,22
Sta157,Sta19,22
Sta39,Sta93,22
Sta93,Sta39,22
Sta63,Sta131,22
Sta131,Sta63,22
Sta8,Sta82,22
Sta82,Sta8,22
Sta112,Sta44,22
Sta44,Sta112,22
Sta59,Sta56,22
Sta56,Sta59,22
Sta168,Sta145,22
Sta145,Sta168,22
Sta24,Sta27,22
Sta27,Sta24,22
Sta48,Sta24,22
Sta24,Sta48,22
Sta154,Sta79,22
Sta79,Sta154,22
Sta26,Sta93,22
Sta93,Sta26,22
Sta5,Sta135,22
Sta135,Sta5,22
Sta5,Sta91,22
Sta91,Sta5,22
Sta32,Sta146,22
Sta146,Sta32,22
Sta144,Sta39,22
Sta39,Sta144,22
Sta63,Sta23,22
Sta23,Sta63,22
Sta59,Sta72,22
Sta72,Sta59,22
Sta54,Sta95,22
Sta95,Sta54,22
Sta12,Sta155,22
Sta155,Sta12,22
Sta135,Sta145,22
Sta145,Sta135,22
Sta30,Sta162,23
Sta162,Sta30,23
Sta91,Sta25,23
Sta25,Sta91,23
Sta10,Sta17,23
Sta17,Sta10,23
Sta48,Sta83,23
Sta83,Sta48,23
Sta20,Sta46,23
Sta46,Sta20,23
Sta95,Sta41,23
Sta41,Sta95,23
Sta83,Sta163,23
Sta163,Sta83,23
Sta30,Sta163,23
Sta163,Sta30,23
Sta72,Sta138,23
Sta138,Sta72,23
Sta141,Sta126,23
Sta126,Sta141,23
Sta97,Sta49,23
Sta49,Sta97,23
Sta33,Sta158,23
Sta158,Sta33,23
Sta115,Sta41,23
Sta41,Sta115,23
Sta67,Sta56,23
Sta56,Sta67,23
Sta126,Sta81,23
Sta81,Sta126,23
Sta46,Sta91,23
Sta91,Sta46,23
Sta93,Sta67,23
Sta67,Sta93,23
Sta40,Sta108,23
Sta108,Sta40,23
Sta30,Sta131,23
Sta131,Sta30,23
Sta138,Sta61,23
Sta61,Sta138,23
Sta79,Sta68,23
Sta68,Sta79,23
Sta111,Sta17,23
Sta17,Sta111,23
Sta123,Sta67,23
Sta67,Sta123,23
Sta86,Sta108,23
Sta108,Sta86,23
Sta160,Sta42,23
Sta42,Sta160,23
Sta67,Sta154,23
Sta154,Sta67,23
Sta163,Sta159,23
Sta159,Sta163,23
Sta69,Sta98,23
Sta98,Sta69,23
Sta140,Sta90,23
Sta90,Sta140,23
Sta86,Sta98,23
Sta98,Sta86,23
Sta47,Sta76,23
Sta76,Sta47,23
Sta64,Sta129,23
Sta129,Sta64,23
Sta95,Sta103,23
Sta103,Sta95,23
Sta80,Sta149,23
Sta149,Sta80,23
Sta144,Sta46,23
Sta46,Sta144,23
Sta126,Sta22,23
Sta22,Sta126,23
Sta53,Sta118,23
Sta118,Sta53,23
Sta131,Sta53,23
Sta53,Sta131,23
Sta130,Sta1,23
Sta1,Sta130,23
Sta56,Sta3,23
Sta3,Sta56,23
Sta85,Sta23,23
Sta23,Sta85,23
Sta80,Sta5,23
Sta5,Sta80,23
Sta17,Sta72,23
Sta72,Sta17,23
Sta31,Sta167,23
Sta167,Sta31,23
Sta30,Sta119,23
Sta119,Sta30,23
Sta59,Sta40,23
Sta40,Sta59,23
Sta30,Sta118,23
Sta118,Sta30,23
Sta55,Sta15,23
Sta15,Sta55,23
Sta121,Sta42,23
Sta42,Sta121,23
Sta62,Sta85,23
Sta85,Sta62,23
Sta129,Sta22,23
Sta22,Sta129,23
Sta82,Sta36,23
Sta36,Sta82,23
Sta54,Sta134,23
Sta134,Sta54,23
Sta144,Sta163,23
Sta163,Sta144,23
Sta108,Sta34,23
Sta34,Sta108,23
Sta40,Sta3,23
Sta3,Sta40,23
Sta54,Sta168,23
Sta168,Sta54,23
Sta67,Sta114,23
Sta114,Sta67,23
Sta70,Sta137,23
Sta137,Sta70,23
Sta5,Sta146,23
Sta146,Sta5,23
Sta56,Sta85,23
Sta85,Sta56,23
Sta64,Sta127,23
Sta127,Sta64,23
Sta56,Sta43,23
Sta43,Sta56,23
Sta52,Sta51,23
Sta51,Sta52,23
Sta60,Sta3,23
Sta3,Sta60,23
Sta20,Sta72,23
Sta72,Sta20,23
Sta72,Sta23,23
Sta23,Sta72,23
Sta145,Sta8,23
Sta8,Sta145,23
Sta37,Sta137,23
Sta137,Sta37,23
Sta98,Sta167,23
Sta167,Sta98,23
Sta141,Sta85,23
Sta85,Sta141,23
Sta126,Sta37,23
Sta37,Sta126,23
Sta30,Sta148,23
Sta148,Sta30,23
Sta5,Sta92,23
Sta92,Sta5,23
Sta159,Sta110,23
Sta110,Sta159,23
Sta72,Sta113,23
Sta113,Sta72,23
Sta107,Sta48,23
Sta48,Sta107,23
Sta89,Sta149,23
Sta149,Sta89,23
Sta17,Sta86,23
Sta86,Sta17,23
Sta31,Sta114,23
Sta114,Sta31,23
Sta16,Sta101,23
Sta101,Sta16,23
Sta21,Sta91,23
Sta91,Sta21,23
Sta70,Sta135,23
Sta135,Sta70,23
Sta83,Sta34,23
Sta34,Sta83,23
Sta92,Sta21,23
Sta21,Sta92,23
Sta151,Sta159,23
Sta159,Sta151,23
Sta11,Sta35,23
Sta35,Sta11,23
Sta103,Sta100,23
Sta100,Sta103,23
Sta25,Sta30,23
Sta30,Sta25,23
Sta62,Sta135,23
Sta135,Sta62,23
Sta92,Sta73,23
Sta73,Sta92,23
Sta40,Sta31,23
Sta31,Sta40,23
Sta89,Sta55,23
Sta55,Sta89,23
Sta96,Sta118,23
Sta118,Sta96,23
Sta62,Sta157,23
Sta157,Sta62,23
Sta114,Sta116,23
Sta116,Sta114,23
Sta46,Sta30,23
Sta30,Sta46,23
Sta168,Sta3,23
Sta3,Sta168,23
Sta96,Sta17,23
Sta17,Sta96,23
Sta4,Sta7,23
Sta7,Sta4,23
Sta69,Sta136,23
Sta136,Sta69,23
Sta66,Sta67,23
Sta67,Sta66,23
Sta144,Sta12,23
Sta12,Sta144,23
Sta118,Sta1,23
Sta1,Sta118,23
Sta95,Sta158,23
Sta158,Sta95,23
Sta56,Sta144,23
Sta144,Sta56,23
Sta59,Sta103,23
Sta103,Sta59,23
Sta162,Sta137,23
Sta137,Sta162,23
Sta164,Sta8,23
Sta8,Sta164,23
Sta90,Sta46,23
Sta46,Sta90,23
Sta111,Sta166,23
Sta166,Sta111,23
Sta69,Sta86,23
Sta86,Sta69,23
Sta89,Sta18,23
Sta18,Sta89,23
Sta63,Sta127,23
Sta127,Sta63,23
Sta8,Sta109,23
Sta109,Sta8,23
Sta134,Sta3,23
Sta3,Sta134,23
Sta86,Sta59,23
Sta59,Sta86,23
Sta31,Sta111,23
Sta111,Sta31,23
Sta165,Sta90,23
Sta90,Sta165,23
Sta133,Sta1,23
Sta1,Sta133,23
Sta23,Sta113,23
Sta113,Sta23,23
Sta144,Sta86,23
Sta86,Sta144,23
Sta37,Sta84,23
Sta84,Sta37,23
Sta20,Sta63,23
Sta63,Sta20,23
Sta27,Sta154,23
Sta154,Sta27,23
Sta100,Sta86,23
Sta86,Sta100,23
Sta41,Sta79,23
Sta79,Sta41,23
Sta167,Sta56,23
Sta56,Sta167,23
Sta154,Sta78,23
Sta78,Sta154,23
Sta126,Sta101,23
Sta101,Sta126,23
Sta97,Sta159,23
Sta159,Sta97,23
Sta101,Sta134,23
Sta134,Sta101,23
Sta162,Sta108,23
Sta108,Sta162,23
Sta63,Sta22,23
Sta22,Sta63,23
Sta135,Sta137,24
Sta137,Sta135,24
Sta72,Sta39,24
Sta39,Sta72,24
Sta89,Sta115,24
Sta115,Sta89,24
Sta30,Sta72,24
Sta72,Sta30,24
Sta158,Sta40,24
Sta40,Sta158,24
Sta168,Sta39,24
Sta39,Sta168,24
Sta5,Sta20,24
Sta20,Sta5,24
Sta54,Sta5,24
Sta5,Sta54,24
Sta142,Sta115,24
Sta115,Sta142,24
Sta131,Sta44,24
Sta44,Sta131,24
Sta138,Sta83,24
Sta83,Sta138,24
Sta39,Sta63,24
Sta63,Sta39,24
Sta133,Sta156,24
Sta156,Sta133,24
Sta163,Sta131,24
Sta131,Sta163,24
Sta93,Sta131,24
Sta131,Sta93,24
Sta90,Sta3,24
Sta3,Sta90,24
Sta127,Sta71,24
Sta71,Sta127,24
Sta22,Sta60,24
Sta60,Sta22,24
Sta110,Sta65,24
Sta65,Sta110,24
Sta162,Sta146,24
Sta146,Sta162,24
Sta40,Sta83,24
Sta83,Sta40,24
Sta103,Sta6,24
Sta6,Sta103,24
Sta22,Sta93,24
Sta93,Sta22,24
Sta84,Sta58,24
Sta58,Sta84,24
Sta150,Sta128,24
Sta128,Sta150,24
Sta22,Sta47,24
Sta47,Sta22,24
Sta126,Sta93,24
Sta93,Sta126,24
Sta157,Sta3,24
Sta3,Sta157,24
Sta108,Sta68,24
Sta68,Sta108,24
Sta5,Sta93,24
Sta93,Sta5,24
Sta138,Sta63,24
Sta63,Sta138,24
Sta115,Sta25,24
Sta25,Sta115,24
Sta9,Sta81,24
Sta81,Sta9,24
Sta141,Sta157,24
Sta157,Sta141,24
Sta115,Sta127,24
Sta127,Sta115,24
Sta20,Sta85,24
Sta85,Sta20,24
Sta84,Sta92,24
Sta92,Sta84,24
Sta107,Sta163,24
Sta163,Sta107,24
Sta139,Sta81,24
Sta81,Sta139,24
Sta56,Sta1,24
Sta1,Sta56,24
Sta47,Sta106,24
Sta106,Sta47,24
Sta9,Sta83,24
Sta83,Sta9,24
Sta135,Sta147,24
Sta147,Sta135,24
Sta133,Sta159,24
Sta159,Sta133,24
Sta69,Sta167,24
Sta167,Sta69,24
Sta143,Sta21,24
Sta21,Sta143,24
Sta85,Sta126,24
Sta126,Sta85,24
Sta54,Sta136,24
Sta136,Sta54,24
Sta2,Sta86,24
Sta86,Sta2,24
Sta126,Sta13,24
Sta13,Sta126,24
Sta141,Sta17,24
Sta17,Sta141,24
Sta62,Sta95,24
Sta95,Sta62,24
Sta131,Sta47,24
Sta47,Sta131,24
Sta46,Sta39,24
Sta39,Sta46,24
Sta135,Sta92,24
Sta92,Sta135,24
Sta138,Sta25,24
Sta25,Sta138,24
Sta13,Sta90,24
Sta90,Sta13,24
Sta104,Sta34,24
Sta34,Sta104,24
Sta115,Sta2,24
Sta2,Sta115,24
Sta72,Sta141,24
Sta141,Sta72,24
Sta82,Sta118,24
Sta118,Sta82,24
Sta103,Sta157,24
Sta157,Sta103,24
Sta147,Sta100,24
Sta100,Sta147,24
Sta89,Sta79,24
Sta79,Sta89,24
Sta162,Sta123,24
Sta123,Sta162,24
Sta164,Sta122,24
Sta122,Sta164,24
Sta47,Sta118,24
Sta118,Sta47,24
Sta148,Sta3,24
Sta3,Sta148,24
Sta87,Sta142,24
Sta142,Sta87,24
Sta3,Sta126,24
Sta126,Sta3,24
Sta154,Sta128,24
Sta128,Sta154,24
Sta135,Sta37,24
Sta37,Sta135,24
Sta115,Sta138,24
Sta138,Sta115,24
Sta70,Sta29,24
Sta29,Sta70,24
Sta25,Sta159,24
Sta159,Sta25,24
Sta16,Sta84,24
Sta84,Sta16,24
Sta10,Sta26,24
Sta26,Sta10,24
Sta140,Sta26,24
Sta26,Sta140,24
Sta162,Sta53,24
Sta53,Sta162,24
Sta5,Sta72,24
Sta72,Sta5,24
Sta90,Sta158,24
Sta158,Sta90,24
Sta114,Sta101,24
Sta101,Sta114,24
Sta29,Sta27,24
Sta27,Sta29,24
Sta87,Sta152,24
Sta152,Sta87,24
Sta23,Sta144,24
Sta144,Sta23,24
Sta144,Sta15,24
Sta15,Sta144,24
Sta167,Sta4,24
Sta4,Sta167,24
Sta131,Sta108,24
Sta108,Sta131,24
Sta29,Sta90,24
Sta90,Sta29,24
Sta29,Sta134,24
Sta134,Sta29,24
Sta96,Sta90,24
Sta90,Sta96,24
Sta19,Sta100,24
Sta100,Sta19,24
Sta152,Sta20,24
Sta20,Sta152,24
Sta138,Sta108,24
Sta108,Sta138,24
Sta114,Sta145,24
Sta145,Sta114,24
Sta127,Sta89,24
Sta89,Sta127,24
Sta39,Sta53,24
Sta53,Sta39,24
Sta29,Sta16,24
Sta16,Sta29,24
Sta48,Sta78,24
Sta78,Sta48,24
Sta67,Sta39,24
Sta39,Sta67,24
Sta162,Sta111,24
Sta111,Sta162,24
Sta41,Sta53,24
Sta53,Sta41,24
Sta54,Sta100,24
Sta100,Sta54,24
Sta2,Sta40,24
Sta40,Sta2,24
Sta41,Sta83,24
Sta83,Sta41,24
Sta162,Sta78,24
Sta78,Sta162,24
Sta42,Sta7,24
Sta7,Sta42,24
Sta98,Sta21,24
Sta21,Sta98,24
Sta83,Sta3,24
Sta3,Sta83,24
Sta62,Sta100,24
Sta100,Sta62,24
Sta91,Sta161,24
Sta161,Sta91,24
Sta6,Sta82,24
Sta82,Sta6,24
Sta67,Sta86,24
Sta86,Sta67,24
Sta162,Sta4,24
Sta4,Sta162,24
Sta111,Sta99,24
Sta99,Sta111,24
Sta39,Sta159,24
Sta159,Sta39,24
Sta138,Sta148,24
Sta148,Sta138,24
Sta132,Sta84,24
Sta84,Sta132,24
Sta144,Sta100,24
Sta100,Sta144,24
Sta105,Sta48,24
Sta48,Sta105,24
Sta154,Sta53,24
Sta53,Sta154,24
Sta134,Sta55,24
Sta55,Sta134,24
Sta68,Sta24,24
Sta24,Sta68,24
Sta15,Sta39,24
Sta39,Sta15,24
Sta19,Sta72,24
Sta72,Sta19,24
Sta130,Sta116,24
Sta116,Sta130,24
Sta131,Sta129,24
Sta129,Sta131,24
Sta15,Sta120,24
Sta120,Sta15,24
Sta95,Sta145,24
Sta145,Sta95,24
Sta72,Sta127,24
Sta127,Sta72,24
Sta16,Sta95,24
Sta95,Sta16,24
Sta69,Sta157,24
Sta157,Sta69,24
Sta101,Sta162,24
Sta162,Sta101,24
Sta20,Sta10,24
Sta10,Sta20,24
Sta122,Sta23,24
Sta23,Sta122,24
Sta30,Sta154,24
Sta154,Sta30,24
Sta39,Sta55,24
Sta55,Sta39,24
Sta111,Sta6,24
Sta6,Sta111,24
Sta85,Sta94,24
Sta94,Sta85,24
Sta46,Sta67,24
Sta67,Sta46,24
Sta69,Sta29,24
Sta29,Sta69,24
Sta19,Sta31,24
Sta31,Sta19,24
Sta139,Sta156,24
Sta156,Sta139,24
Sta146,Sta91,25
Sta91,Sta146,25
Sta88,Sta102,25
Sta102,Sta88,25
Sta56,Sta77,25
Sta77,Sta56,25
Sta116,Sta15,25
Sta15,Sta116,25
Sta141,Sta109,25
Sta109,Sta141,25
Sta95,Sta44,25
Sta44,Sta95,25
Sta37,Sta89,25
Sta89,Sta37,25
Sta15,Sta158,25
Sta158,Sta15,25
Sta89,Sta129,25
Sta129,Sta89,25
Sta131,Sta55,25
Sta55,Sta131,25
Sta120,Sta41,25
Sta41,Sta120,25
Sta35,Sta167,25
Sta167,Sta35,25
Sta64,Sta79,25
Sta79,Sta64,25
Sta23,Sta93,25
Sta93,Sta23,25
Sta20,Sta134,25
Sta134,Sta20,25
Sta22,Sta108,25
Sta108,Sta22,25
Sta47,Sta162,25
Sta162,Sta47,25
Sta56,Sta159,25
Sta159,Sta56,25
Sta84,Sta136,25
Sta136,Sta84,25
Sta87,Sta134,25
Sta134,Sta87,25
Sta80,Sta1,25
Sta1,Sta80,25
Sta118,Sta79,25
Sta79,Sta118,25
Sta87,Sta11,25
Sta11,Sta87,25
Sta164,Sta23,25
Sta23,Sta164,25
Sta67,Sta150,25
Sta150,Sta67,25
Sta95,Sta137,25
Sta137,Sta95,25
Sta114,Sta13,25
Sta13,Sta114,25
Sta80,Sta49,25
Sta49,Sta80,25
Sta68,Sta51,25
Sta51,Sta68,25
Sta6,Sta35,25
Sta35,Sta6,25
Sta129,Sta27,25
Sta27,Sta129,25
Sta5,Sta161,25
Sta161,Sta5,25
Sta70,Sta15,25
