month,day,sta,flow
2,4,Sta80,1
2,4,Sta83,2
2,4,Sta84,2
2,4,Sta86,1
2,4,Sta87,4
2,4,Sta88,8
2,4,Sta92,1
2,4,Sta94,1
2,4,Sta95,1
2,4,Sta99,2
2,5,Sta1,2
2,5,Sta100,1
2,5,Sta101,1
2,5,Sta104,1
2,5,Sta106,3
2,5,Sta107,1
2,5,Sta108,1
2,5,Sta113,1
2,5,Sta114,3
2,5,Sta115,2
2,5,Sta117,1
2,5,Sta118,2
2,5,Sta12,2
2,5,Sta124,1
2,5,Sta127,2
2,5,Sta128,1
2,5,Sta129,6
2,5,Sta130,1
2,5,Sta134,18
2,5,Sta135,2
2,5,Sta136,3
2,5,Sta137,1
2,5,Sta139,2
2,5,Sta140,1
2,5,Sta141,2
2,5,Sta142,1
2,5,Sta143,1
2,5,Sta144,1
2,5,Sta145,1
2,5,Sta148,1
2,5,Sta157,1
2,5,Sta158,1
2,5,Sta159,1
2,5,Sta160,1
2,5,Sta162,1
2,5,Sta163,2
2,5,Sta165,1
2,5,Sta167,2
2,5,Sta168,1
2,5,Sta17,1
2,5,Sta18,1
2,5,Sta22,2
2,5,Sta23,1
2,5,Sta27,2
2,5,Sta28,1
2,5,Sta29,1
2,5,Sta34,2
2,5,Sta35,3
2,5,Sta36,1
2,5,Sta40,3
2,5,Sta42,3
2,5,Sta47,2
2,5,Sta49,2
2,5,Sta5,3
2,5,Sta52,1
2,5,Sta53,1
2,5,Sta55,1
2,5,Sta56,2
2,5,Sta59,1
2,5,Sta6,1
2,5,Sta61,1
2,5,Sta62,1
2,5,Sta63,5
2,5,Sta64,4
2,5,Sta65,1
2,5,Sta67,4
2,5,Sta68,4
2,5,Sta7,1
2,5,Sta70,1
2,5,Sta71,1
2,5,Sta72,1
2,5,Sta74,1
2,5,Sta76,3
2,5,Sta79,1
2,5,Sta84,2
2,5,Sta87,5
2,5,Sta88,9
2,5,Sta92,3
2,5,Sta94,1
2,5,Sta98,1
2,6,Sta1,2
2,6,Sta104,3
2,6,Sta107,3
2,6,Sta108,2
2,6,Sta112,1
2,6,Sta114,3
2,6,Sta115,3
2,6,Sta118,2
2,6,Sta12,1
2,6,Sta121,1
2,6,Sta123,3
2,6,Sta124,1
2,6,Sta127,2
2,6,Sta128,1
2,6,Sta131,2
2,6,Sta132,1
2,6,Sta134,21
2,6,Sta135,6
2,6,Sta136,2
2,6,Sta137,2
2,6,Sta138,1
2,6,Sta141,1
2,6,Sta143,1
2,6,Sta146,1
2,6,Sta149,1
2,6,Sta15,1
2,6,Sta150,1
2,6,Sta154,1
2,6,Sta156,1
2,6,Sta157,1
2,6,Sta162,5
2,6,Sta165,1
2,6,Sta167,1
2,6,Sta168,1
2,6,Sta17,2
2,6,Sta20,1
2,6,Sta23,3
2,6,Sta25,1
2,6,Sta26,1
2,6,Sta28,2
2,6,Sta31,1
2,6,Sta33,1
2,6,Sta34,1
2,6,Sta35,2
2,6,Sta37,1
2,6,Sta40,1
2,6,Sta41,1
2,6,Sta42,2
2,6,Sta47,1
2,6,Sta48,1
2,6,Sta5,1
2,6,Sta53,2
2,6,Sta54,1
2,6,Sta59,1
2,6,Sta6,1
2,6,Sta63,3
2,6,Sta64,1
2,6,Sta65,1
2,6,Sta67,2
2,6,Sta68,1
2,6,Sta70,2
2,6,Sta74,1
2,6,Sta77,1
2,6,Sta79,3
2,6,Sta83,1
2,6,Sta84,2
2,6,Sta87,9
2,6,Sta88,4
2,6,Sta90,1
2,6,Sta93,1
2,6,Sta94,1
2,6,Sta99,2
2,7,Sta1,4
2,7,Sta104,1
2,7,Sta106,2
2,7,Sta107,1
2,7,Sta108,1
2,7,Sta109,1
2,7,Sta111,1
2,7,Sta112,2
2,7,Sta114,3
2,7,Sta115,6
2,7,Sta117,1
2,7,Sta119,1
2,7,Sta121,4
2,7,Sta122,1
2,7,Sta123,2
2,7,Sta124,1
2,7,Sta125,1
2,7,Sta127,4
2,7,Sta130,1
2,7,Sta131,1
2,7,Sta134,32
2,7,Sta135,4
2,7,Sta136,5
2,7,Sta143,1
2,7,Sta145,1
2,7,Sta146,1
2,7,Sta154,1
2,7,Sta156,2
2,7,Sta161,3
2,7,Sta162,2
2,7,Sta163,3
2,7,Sta165,1
2,7,Sta167,2
2,7,Sta17,1
2,7,Sta20,1
2,7,Sta23,2
2,7,Sta25,1
2,7,Sta28,1
2,7,Sta3,2
2,7,Sta31,1
2,7,Sta32,1
2,7,Sta36,1
2,7,Sta41,1
2,7,Sta42,1
2,7,Sta44,1
2,7,Sta49,3
2,7,Sta5,3
2,7,Sta54,1
2,7,Sta56,1
2,7,Sta61,1
2,7,Sta63,2
2,7,Sta64,4
2,7,Sta65,1
2,7,Sta66,1
2,7,Sta67,3
2,7,Sta68,1
2,7,Sta70,2
2,7,Sta72,2
2,7,Sta73,1
2,7,Sta74,1
2,7,Sta76,2
2,7,Sta79,1
2,7,Sta84,1
2,7,Sta87,5
2,7,Sta88,4
2,7,Sta92,1
2,7,Sta94,2
2,7,Sta98,2
2,7,Sta99,2
2,8,Sta1,1
2,8,Sta100,3
2,8,Sta101,1
2,8,Sta106,1
2,8,Sta107,1
2,8,Sta108,2
2,8,Sta109,2
2,8,Sta112,2
2,8,Sta114,2
2,8,Sta117,1
2,8,Sta118,3
2,8,Sta119,1
2,8,Sta120,2
2,8,Sta121,1
2,8,Sta125,1
2,8,Sta127,2
2,8,Sta129,1
2,8,Sta130,2
2,8,Sta131,1
2,8,Sta133,1
2,8,Sta134,29
2,8,Sta14,1
2,8,Sta141,2
2,8,Sta145,2
2,8,Sta146,2
2,8,Sta15,1
2,8,Sta153,1
2,8,Sta154,1
2,8,Sta156,1
2,8,Sta157,1
2,8,Sta159,1
2,8,Sta161,1
2,8,Sta165,1
2,8,Sta167,3
2,8,Sta168,2
2,8,Sta17,1
2,8,Sta18,1
2,8,Sta2,1
2,8,Sta21,2
2,8,Sta22,2
2,8,Sta23,2
2,8,Sta28,1
2,8,Sta3,1
2,8,Sta31,1
2,8,Sta32,2
2,8,Sta34,3
2,8,Sta39,1
2,8,Sta42,3
2,8,Sta44,1
2,8,Sta47,1
2,8,Sta5,2
2,8,Sta55,1
2,8,Sta59,1
2,8,Sta61,2
2,8,Sta63,1
2,8,Sta64,1
2,8,Sta67,2
2,8,Sta70,3
2,8,Sta72,1
2,8,Sta73,2
2,8,Sta74,2
2,8,Sta75,1
2,8,Sta76,1
2,8,Sta84,1
2,8,Sta85,1
2,8,Sta86,1
2,8,Sta87,4
2,8,Sta88,8
2,8,Sta92,1
2,8,Sta94,1
2,8,Sta98,1
2,8,Sta99,1
2,9,Sta1,1
2,9,Sta100,2
2,9,Sta104,3
2,9,Sta107,1
2,9,Sta108,1
2,9,Sta115,3
2,9,Sta117,1
2,9,Sta118,2
2,9,Sta119,2
2,9,Sta12,1
2,9,Sta121,3
2,9,Sta122,2
2,9,Sta127,2
2,9,Sta128,2
2,9,Sta131,2
2,9,Sta134,50
2,9,Sta135,2
2,9,Sta137,3
2,9,Sta138,1
2,9,Sta140,1
2,9,Sta141,1
2,9,Sta144,2
2,9,Sta145,2
2,9,Sta146,1
2,9,Sta147,1
2,9,Sta15,1
2,9,Sta153,1
2,9,Sta154,1
2,9,Sta155,1
2,9,Sta156,2
2,9,Sta157,1
2,9,Sta158,1
2,9,Sta162,2
2,9,Sta163,2
2,9,Sta167,3
2,9,Sta168,1
2,9,Sta17,1
2,9,Sta18,1
2,9,Sta20,1
2,9,Sta22,1
2,9,Sta23,1
2,9,Sta25,1
2,9,Sta29,1
2,9,Sta32,1
2,9,Sta33,2
2,9,Sta34,1
2,9,Sta35,1
2,9,Sta36,1
2,9,Sta38,1
2,9,Sta40,2
2,9,Sta42,1
2,9,Sta47,1
2,9,Sta49,1
2,9,Sta5,4
2,9,Sta50,1
2,9,Sta51,1
2,9,Sta54,2
2,9,Sta61,1
2,9,Sta63,2
2,9,Sta64,1
2,9,Sta65,1
2,9,Sta67,2
2,9,Sta68,2
2,9,Sta70,3
2,9,Sta74,1
2,9,Sta76,1
2,9,Sta79,4
2,9,Sta83,2
2,9,Sta84,1
2,9,Sta86,1
2,9,Sta87,4
2,9,Sta88,6
2,9,Sta90,1
2,9,Sta93,1
2,9,Sta94,2
2,9,Sta98,1
2,9,Sta99,1
2,10,Sta1,1
2,10,Sta10,1
2,10,Sta100,1
2,10,Sta104,5
2,10,Sta107,5
2,10,Sta109,1
2,10,Sta111,1
2,10,Sta113,1
2,10,Sta114,4
2,10,Sta115,6
2,10,Sta118,3
2,10,Sta120,1
2,10,Sta121,3
2,10,Sta122,1
2,10,Sta125,1
2,10,Sta129,1
2,10,Sta130,1
2,10,Sta132,1
2,10,Sta134,19
2,10,Sta135,3
2,10,Sta136,5
2,10,Sta137,3
2,10,Sta138,1
2,10,Sta139,1
2,10,Sta141,1
2,10,Sta143,1
2,10,Sta145,2
2,10,Sta146,2
2,10,Sta15,1
2,10,Sta151,1
2,10,Sta154,1
2,10,Sta155,1
2,10,Sta156,2
2,10,Sta157,1
2,10,Sta159,1
2,10,Sta162,3
2,10,Sta165,1
2,10,Sta166,1
2,10,Sta167,2
2,10,Sta17,2
2,10,Sta18,1
2,10,Sta22,2
2,10,Sta23,3
2,10,Sta25,1
2,10,Sta28,1
2,10,Sta29,2
2,10,Sta31,2
2,10,Sta33,2
2,10,Sta34,1
2,10,Sta35,1
2,10,Sta36,1
2,10,Sta37,1
2,10,Sta39,1
2,10,Sta40,2
2,10,Sta41,1
2,10,Sta42,2
2,10,Sta43,1
2,10,Sta46,1
2,10,Sta47,5
2,10,Sta48,2
2,10,Sta49,2
2,10,Sta5,7
2,10,Sta50,1
2,10,Sta54,3
2,10,Sta57,1
2,10,Sta59,1
2,10,Sta63,11
2,10,Sta64,3
2,10,Sta65,1
2,10,Sta67,3
2,10,Sta70,2
2,10,Sta71,1
2,10,Sta72,3
2,10,Sta74,1
2,10,Sta79,2
2,10,Sta80,3
2,10,Sta82,1
2,10,Sta83,2
2,10,Sta84,3
2,10,Sta85,1
2,10,Sta87,8
2,10,Sta88,4
2,10,Sta90,1
2,10,Sta92,1
2,10,Sta94,3
2,10,Sta95,2
2,10,Sta99,4
2,11,Sta1,1
2,11,Sta103,1
2,11,Sta104,8
2,11,Sta107,1
2,11,Sta11,1
2,11,Sta111,1
2,11,Sta113,2
2,11,Sta114,2
2,11,Sta118,2
2,11,Sta12,1
2,11,Sta121,1
2,11,Sta122,1
2,11,Sta127,1
2,11,Sta129,1
2,11,Sta132,1
2,11,Sta134,23
2,11,Sta135,3
2,11,Sta136,7
2,11,Sta137,1
2,11,Sta138,1
2,11,Sta141,1
2,11,Sta143,1
2,11,Sta145,1
2,11,Sta146,2
2,11,Sta150,2
2,11,Sta151,1
2,11,Sta154,1
2,11,Sta158,1
2,11,Sta161,1
2,11,Sta162,4
2,11,Sta163,2
2,11,Sta164,1
2,11,Sta168,3
2,11,Sta18,1
2,11,Sta2,1
2,11,Sta20,1
2,11,Sta22,4
2,11,Sta27,1
2,11,Sta31,2
2,11,Sta33,1
2,11,Sta34,1
2,11,Sta35,1
2,11,Sta36,1
2,11,Sta37,1
2,11,Sta39,1
2,11,Sta40,1
2,11,Sta41,1
2,11,Sta42,2
2,11,Sta44,2
2,11,Sta46,1
2,11,Sta47,3
2,11,Sta5,4
2,11,Sta54,2
2,11,Sta55,1
2,11,Sta59,2
2,11,Sta61,2
2,11,Sta63,5
2,11,Sta65,1
2,11,Sta67,2
2,11,Sta70,3
2,11,Sta72,1
2,11,Sta79,1
2,11,Sta83,1
2,11,Sta84,2
2,11,Sta87,6
2,11,Sta88,7
2,11,Sta92,1
2,11,Sta93,1
2,11,Sta94,1
2,12,Sta1,2
2,12,Sta100,3
2,12,Sta101,1
2,12,Sta104,1
2,12,Sta108,1
2,12,Sta109,1
2,12,Sta111,2
2,12,Sta113,1
2,12,Sta114,1
2,12,Sta115,3
2,12,Sta118,2
2,12,Sta12,1
2,12,Sta121,1
2,12,Sta122,1
2,12,Sta123,1
2,12,Sta125,1
2,12,Sta127,2
2,12,Sta128,1
2,12,Sta129,6
2,12,Sta130,1
2,12,Sta131,2
2,12,Sta133,1
2,12,Sta134,9
2,12,Sta135,3
2,12,Sta136,4
2,12,Sta137,4
2,12,Sta138,3
2,12,Sta140,1
2,12,Sta144,2
2,12,Sta145,2
2,12,Sta146,3
2,12,Sta150,1
2,12,Sta151,2
2,12,Sta154,1
2,12,Sta156,1
2,12,Sta157,2
2,12,Sta158,1
2,12,Sta160,1
2,12,Sta162,1
2,12,Sta165,1
2,12,Sta168,2
2,12,Sta17,3
2,12,Sta21,1
2,12,Sta22,2
2,12,Sta23,1
2,12,Sta27,2
2,12,Sta29,2
2,12,Sta31,2
2,12,Sta32,1
2,12,Sta34,2
2,12,Sta35,2
2,12,Sta36,1
2,12,Sta39,2
2,12,Sta40,1
2,12,Sta42,1
2,12,Sta43,1
2,12,Sta44,1
2,12,Sta47,5
2,12,Sta49,1
2,12,Sta5,5
2,12,Sta53,1
2,12,Sta54,1
2,12,Sta55,1
2,12,Sta56,1
2,12,Sta62,1
2,12,Sta63,7
2,12,Sta64,3
2,12,Sta66,1
2,12,Sta70,3
2,12,Sta72,2
2,12,Sta74,1
2,12,Sta8,1
2,12,Sta80,1
2,12,Sta83,2
2,12,Sta87,2
2,12,Sta88,4
2,12,Sta90,1
2,12,Sta91,2
2,12,Sta93,3
2,12,Sta94,1
2,12,Sta95,1
2,12,Sta96,1
2,12,Sta99,3
2,13,Sta100,1
2,13,Sta103,1
2,13,Sta104,1
2,13,Sta106,1
2,13,Sta107,2
2,13,Sta108,1
2,13,Sta113,1
2,13,Sta114,3
2,13,Sta115,4
2,13,Sta12,1
2,13,Sta121,1
2,13,Sta122,2
2,13,Sta123,3
2,13,Sta124,2
2,13,Sta127,4
2,13,Sta129,4
2,13,Sta130,3
2,13,Sta134,10
2,13,Sta135,3
2,13,Sta136,3
2,13,Sta137,2
2,13,Sta138,1
2,13,Sta145,4
2,13,Sta146,2
2,13,Sta148,1
2,13,Sta150,1
2,13,Sta151,1
2,13,Sta156,1
2,13,Sta157,2
2,13,Sta158,1
2,13,Sta159,1
2,13,Sta160,2
2,13,Sta162,1
2,13,Sta163,2
2,13,Sta166,1
2,13,Sta167,4
2,13,Sta168,1
2,13,Sta17,1
2,13,Sta18,1
2,13,Sta22,1
2,13,Sta23,4
2,13,Sta25,1
2,13,Sta27,1
2,13,Sta28,1
2,13,Sta29,2
2,13,Sta31,3
2,13,Sta34,2
2,13,Sta35,1
2,13,Sta36,3
2,13,Sta39,1
2,13,Sta40,1
2,13,Sta41,2
2,13,Sta42,3
2,13,Sta44,2
2,13,Sta47,2
2,13,Sta5,4
2,13,Sta54,2
2,13,Sta56,2
2,13,Sta59,1
2,13,Sta61,2
2,13,Sta62,1
2,13,Sta63,4
2,13,Sta64,1
2,13,Sta66,1
2,13,Sta68,1
2,13,Sta70,4
2,13,Sta76,1
2,13,Sta78,2
2,13,Sta79,2
2,13,Sta83,1
2,13,Sta84,3
2,13,Sta87,10
2,13,Sta88,2
2,13,Sta90,1
2,13,Sta91,1
2,13,Sta92,1
2,13,Sta93,2
2,13,Sta94,2
2,13,Sta97,1
2,13,Sta99,3
2,14,Sta1,1
2,14,Sta100,3
2,14,Sta104,1
2,14,Sta105,1
2,14,Sta107,3
2,14,Sta113,2
2,14,Sta114,2
2,14,Sta115,3
2,14,Sta117,2
2,14,Sta118,3
2,14,Sta12,1
2,14,Sta121,1
2,14,Sta122,4
2,14,Sta123,3
2,14,Sta125,1
2,14,Sta127,3
2,14,Sta129,5
2,14,Sta13,1
2,14,Sta130,1
2,14,Sta132,1
2,14,Sta134,14
2,14,Sta135,1
2,14,Sta136,3
2,14,Sta137,3
2,14,Sta138,1
2,14,Sta140,1
2,14,Sta141,1
2,14,Sta145,1
2,14,Sta146,2
2,14,Sta148,2
2,14,Sta15,1
2,14,Sta150,1
2,14,Sta151,1
2,14,Sta157,1
2,14,Sta158,3
2,14,Sta161,1
2,14,Sta162,2
2,14,Sta163,1
2,14,Sta164,1
2,14,Sta165,1
2,14,Sta167,1
2,14,Sta168,2
2,14,Sta20,1
2,14,Sta22,2
2,14,Sta23,3
2,14,Sta27,1
2,14,Sta28,1
2,14,Sta29,1
2,14,Sta3,2
2,14,Sta31,2
2,14,Sta32,2
2,14,Sta34,1
2,14,Sta35,3
2,14,Sta36,1
2,14,Sta39,3
2,14,Sta40,3
2,14,Sta41,2
2,14,Sta42,2
2,14,Sta44,1
2,14,Sta47,4
2,14,Sta48,1
2,14,Sta49,1
2,14,Sta5,8
2,14,Sta55,1
2,14,Sta59,1
2,14,Sta62,1
2,14,Sta63,7
2,14,Sta64,2
2,14,Sta67,4
2,14,Sta70,2
2,14,Sta72,2
2,14,Sta78,1
2,14,Sta79,4
2,14,Sta80,3
2,14,Sta83,2
2,14,Sta84,1
2,14,Sta85,1
2,14,Sta87,5
2,14,Sta88,2
2,14,Sta91,1
2,14,Sta92,1
2,14,Sta94,2
2,14,Sta95,1
2,14,Sta99,1
2,15,Sta1,2
2,15,Sta104,2
2,15,Sta107,1
2,15,Sta109,1
2,15,Sta113,1
2,15,Sta114,2
2,15,Sta115,1
2,15,Sta118,1
2,15,Sta12,1
2,15,Sta121,1
2,15,Sta123,2
2,15,Sta125,2
2,15,Sta127,1
2,15,Sta129,1
2,15,Sta130,2
2,15,Sta134,23
2,15,Sta136,3
2,15,Sta137,3
2,15,Sta138,1
2,15,Sta145,3
2,15,Sta146,2
2,15,Sta148,2
2,15,Sta15,2
2,15,Sta151,1
2,15,Sta154,2
2,15,Sta156,1
2,15,Sta158,1
2,15,Sta161,1
2,15,Sta162,4
2,15,Sta163,2
2,15,Sta164,1
2,15,Sta17,1
2,15,Sta20,2
2,15,Sta22,2
2,15,Sta25,2
2,15,Sta31,1
2,15,Sta32,1
2,15,Sta34,1
2,15,Sta35,2
2,15,Sta36,1
2,15,Sta41,1
2,15,Sta42,1
2,15,Sta43,1
2,15,Sta44,2
2,15,Sta47,3
2,15,Sta49,1
2,15,Sta5,2
2,15,Sta54,1
2,15,Sta55,1
2,15,Sta57,1
2,15,Sta63,4
2,15,Sta64,1
2,15,Sta65,2
2,15,Sta67,2
2,15,Sta68,2
2,15,Sta70,1
2,15,Sta74,2
2,15,Sta76,3
2,15,Sta78,1
2,15,Sta79,1
2,15,Sta80,1
2,15,Sta84,2
2,15,Sta85,1
2,15,Sta86,1
2,15,Sta87,5
2,15,Sta88,4
2,15,Sta90,1
2,15,Sta93,1
2,15,Sta98,1
2,15,Sta99,1
2,16,Sta1,1
2,16,Sta104,2
2,16,Sta106,1
2,16,Sta107,2
2,16,Sta108,1
2,16,Sta109,2
2,16,Sta113,1
2,16,Sta115,5
2,16,Sta118,2
2,16,Sta12,2
2,16,Sta120,1
2,16,Sta121,2
2,16,Sta122,1
2,16,Sta124,1
2,16,Sta127,4
2,16,Sta128,1
2,16,Sta129,1
2,16,Sta130,3
2,16,Sta134,19
2,16,Sta135,3
2,16,Sta136,3
2,16,Sta14,1
2,16,Sta145,2
2,16,Sta146,3
2,16,Sta15,1
2,16,Sta150,1
2,16,Sta151,1
2,16,Sta158,2
2,16,Sta160,1
2,16,Sta161,1
2,16,Sta164,1
2,16,Sta165,1
2,16,Sta167,1
2,16,Sta168,1
2,16,Sta17,1
2,16,Sta22,1
2,16,Sta23,1
2,16,Sta28,3
2,16,Sta3,1
2,16,Sta31,1
2,16,Sta33,1
2,16,Sta34,1
2,16,Sta35,1
2,16,Sta37,1
2,16,Sta39,1
2,16,Sta40,1
2,16,Sta42,2
2,16,Sta44,1
2,16,Sta47,4
2,16,Sta49,1
2,16,Sta5,4
2,16,Sta50,1
2,16,Sta53,1
2,16,Sta54,1
2,16,Sta55,1
2,16,Sta56,2
2,16,Sta59,1
2,16,Sta60,1
2,16,Sta63,9
2,16,Sta64,1
2,16,Sta67,4
2,16,Sta70,4
2,16,Sta73,1
2,16,Sta74,2
2,16,Sta79,3
2,16,Sta80,1
2,16,Sta82,1
2,16,Sta83,1
2,16,Sta84,1
2,16,Sta86,1
2,16,Sta87,3
2,16,Sta90,1
2,16,Sta91,1
2,16,Sta92,1
2,16,Sta94,1
2,16,Sta95,1
2,16,Sta99,1
2,17,Sta1,1
2,17,Sta104,3
2,17,Sta108,2
2,17,Sta109,1
2,17,Sta113,2
2,17,Sta114,3
2,17,Sta115,1
2,17,Sta117,3
2,17,Sta118,2
2,17,Sta12,2
2,17,Sta122,3
2,17,Sta123,2
2,17,Sta125,1
2,17,Sta127,2
2,17,Sta129,2
2,17,Sta130,2
2,17,Sta131,1
2,17,Sta133,1
2,17,Sta134,17
2,17,Sta135,2
2,17,Sta136,4
2,17,Sta137,1
2,17,Sta141,3
2,17,Sta142,1
2,17,Sta144,2
2,17,Sta145,2
2,17,Sta146,5
2,17,Sta149,1
2,17,Sta15,2
2,17,Sta151,3
2,17,Sta153,1
2,17,Sta157,3
2,17,Sta158,2
2,17,Sta162,2
2,17,Sta163,2
2,17,Sta164,1
2,17,Sta165,1
2,17,Sta167,1
2,17,Sta168,2
2,17,Sta2,1
2,17,Sta20,4
2,17,Sta22,2
2,17,Sta23,3
2,17,Sta25,1
2,17,Sta26,1
2,17,Sta27,1
2,17,Sta28,2
2,17,Sta29,2
2,17,Sta31,3
2,17,Sta32,3
2,17,Sta33,2
2,17,Sta34,2
2,17,Sta35,4
2,17,Sta36,2
2,17,Sta40,2
2,17,Sta41,1
2,17,Sta42,5
2,17,Sta43,1
2,17,Sta44,2
2,17,Sta47,5
2,17,Sta5,3
2,17,Sta53,1
2,17,Sta55,1
2,17,Sta61,1
2,17,Sta62,1
2,17,Sta63,4
2,17,Sta64,4
2,17,Sta66,1
2,17,Sta68,2
2,17,Sta69,1
2,17,Sta70,2
2,17,Sta71,1
2,17,Sta74,2
2,17,Sta76,2
2,17,Sta79,2
2,17,Sta80,2
2,17,Sta82,1
2,17,Sta83,1
2,17,Sta84,2
2,17,Sta85,1
2,17,Sta87,10
2,17,Sta88,3
2,17,Sta90,2
2,17,Sta91,1
2,17,Sta92,1
2,17,Sta94,1
2,17,Sta95,1
2,17,Sta99,3
2,18,Sta1,2
2,18,Sta100,1
2,18,Sta107,1
2,18,Sta108,2
2,18,Sta113,1
2,18,Sta114,1
2,18,Sta115,2
2,18,Sta117,2
2,18,Sta118,1
2,18,Sta12,2
2,18,Sta121,1
2,18,Sta122,6
2,18,Sta123,2
2,18,Sta125,4
2,18,Sta129,5
2,18,Sta133,2
2,18,Sta134,29
2,18,Sta135,6
2,18,Sta136,4
2,18,Sta137,2
2,18,Sta138,2
2,18,Sta139,1
2,18,Sta143,1
2,18,Sta144,1
2,18,Sta145,2
2,18,Sta146,4
2,18,Sta148,1
2,18,Sta149,1
2,18,Sta15,2
2,18,Sta151,1
2,18,Sta153,2
2,18,Sta154,1
2,18,Sta156,1
2,18,Sta157,4
2,18,Sta158,1
2,18,Sta159,1
2,18,Sta160,2
2,18,Sta162,1
2,18,Sta163,1
2,18,Sta164,1
2,18,Sta167,2
2,18,Sta168,2
2,18,Sta20,2
2,18,Sta22,3
2,18,Sta23,5
2,18,Sta29,1
2,18,Sta31,2
2,18,Sta32,2
2,18,Sta33,2
2,18,Sta34,3
2,18,Sta35,8
2,18,Sta36,2
2,18,Sta40,1
2,18,Sta41,1
2,18,Sta42,3
2,18,Sta43,1
2,18,Sta44,3
2,18,Sta47,6
2,18,Sta48,1
2,18,Sta49,1
2,18,Sta5,8
2,18,Sta52,1
2,18,Sta54,1
2,18,Sta55,1
2,18,Sta59,1
2,18,Sta6,1
2,18,Sta61,3
2,18,Sta62,1
2,18,Sta63,5
2,18,Sta65,2
2,18,Sta67,2
2,18,Sta68,2
2,18,Sta70,3
2,18,Sta72,3
2,18,Sta74,2
2,18,Sta77,1
2,18,Sta79,1
2,18,Sta80,1
2,18,Sta82,2
2,18,Sta83,1
2,18,Sta84,1
2,18,Sta85,2
2,18,Sta87,3
2,18,Sta88,2
2,18,Sta90,2
2,18,Sta95,2
2,18,Sta98,1
2,18,Sta99,4
2,19,Sta100,2
2,19,Sta103,1
2,19,Sta104,6
2,19,Sta107,2
2,19,Sta108,1
2,19,Sta109,1
2,19,Sta111,1
2,19,Sta113,2
2,19,Sta114,3
2,19,Sta115,3
2,19,Sta117,1
2,19,Sta118,1
2,19,Sta12,1
2,19,Sta121,2
2,19,Sta122,2
2,19,Sta123,1
2,19,Sta124,1
2,19,Sta125,3
2,19,Sta127,7
2,19,Sta129,3
2,19,Sta130,1
2,19,Sta134,28
2,19,Sta135,5
2,19,Sta136,5
2,19,Sta137,1
2,19,Sta138,1
2,19,Sta14,1
2,19,Sta144,1
2,19,Sta145,1
2,19,Sta146,4
2,19,Sta151,1
2,19,Sta153,1
2,19,Sta154,1
2,19,Sta156,3
2,19,Sta157,3
2,19,Sta158,1
2,19,Sta159,1
2,19,Sta160,2
2,19,Sta162,4
2,19,Sta163,1
2,19,Sta164,1
2,19,Sta165,1
2,19,Sta167,4
2,19,Sta168,2
2,19,Sta18,1
2,19,Sta2,1
2,19,Sta20,2
2,19,Sta22,2
2,19,Sta23,2
2,19,Sta25,1
2,19,Sta28,3
2,19,Sta29,2
2,19,Sta31,3
2,19,Sta32,2
2,19,Sta33,1
2,19,Sta34,1
2,19,Sta35,4
2,19,Sta36,2
2,19,Sta39,1
2,19,Sta41,1
2,19,Sta42,4
2,19,Sta43,1
2,19,Sta47,1
2,19,Sta5,4
2,19,Sta50,1
2,19,Sta55,2
2,19,Sta56,2
2,19,Sta59,1
2,19,Sta60,1
2,19,Sta61,4
2,19,Sta63,7
2,19,Sta64,3
2,19,Sta65,2
2,19,Sta67,3
2,19,Sta70,2
2,19,Sta72,1
2,19,Sta73,1
2,19,Sta74,1
2,19,Sta76,3
2,19,Sta79,1
2,19,Sta82,2
2,19,Sta83,2
2,19,Sta84,4
2,19,Sta85,1
2,19,Sta87,6
2,19,Sta88,5
2,19,Sta90,1
2,19,Sta92,1
2,19,Sta93,1
2,19,Sta95,1
2,19,Sta98,2
2,19,Sta99,5
2,20,Sta1,2
2,20,Sta103,1
2,20,Sta104,2
2,20,Sta105,1
2,20,Sta107,4
2,20,Sta108,3
2,20,Sta109,1
2,20,Sta11,1
2,20,Sta111,2
2,20,Sta113,1
2,20,Sta114,1
2,20,Sta115,2
2,20,Sta117,3
2,20,Sta118,1
2,20,Sta12,2
2,20,Sta122,2
2,20,Sta123,1
2,20,Sta125,1
2,20,Sta127,2
2,20,Sta129,5
2,20,Sta134,22
2,20,Sta135,4
2,20,Sta136,3
2,20,Sta137,3
2,20,Sta138,2
2,20,Sta139,1
2,20,Sta14,1
2,20,Sta140,1
2,20,Sta141,3
2,20,Sta144,1
2,20,Sta145,1
2,20,Sta146,3
2,20,Sta149,1
2,20,Sta151,1
2,20,Sta153,1
2,20,Sta156,1
2,20,Sta157,1
2,20,Sta158,1
2,20,Sta159,1
2,20,Sta160,2
2,20,Sta161,1
2,20,Sta162,2
2,20,Sta163,1
2,20,Sta167,1
2,20,Sta168,2
2,20,Sta18,1
2,20,Sta20,4
2,20,Sta22,3
2,20,Sta23,4
2,20,Sta25,1
2,20,Sta27,2
2,20,Sta28,1
2,20,Sta29,3
2,20,Sta3,1
2,20,Sta31,3
2,20,Sta32,2
2,20,Sta33,1
2,20,Sta34,1
2,20,Sta35,2
2,20,Sta36,2
2,20,Sta39,1
2,20,Sta40,3
2,20,Sta41,2
2,20,Sta42,3
2,20,Sta43,1
2,20,Sta46,1
2,20,Sta47,5
2,20,Sta49,1
2,20,Sta5,6
2,20,Sta52,1
2,20,Sta55,1
2,20,Sta56,2
2,20,Sta59,1
